Datetime,Total KW,Hole Depth (ft),Bit Position (ft),Flow In Rate (galUS/min),Pump Pressure (psi),Hook Load (klb),Bit Weight (klb)
2023-03-04 14:36:20+00:00,1735.847884,1009.2451,973.285097,809.422553,1318.71723,99.9629319,-3.18887374
2023-03-04 14:36:30+00:00,1745.23056,1009.2451,950.89676,809.260564,1292.83414,99.4319364,-2.1362311
2023-03-04 14:36:40+00:00,1703.248524,1009.2451,927.406475,809.980652,1292.06975,98.483831,-1.33857221
2023-03-04 14:36:50+00:00,1067.755861,1009.2451,915.82717,809.314179,1294.59791,99.7157314,-2.64747259
2023-03-04 14:37:00+00:00,1097.741788,1009.2451,931.438968,809.7771,1307.64579,101.266042,-3.79875245
2023-03-04 14:37:10+00:00,1067.578597,1009.2451,949.637204,809.500655,1304.65283,101.4740338,-4.08521738
2023-03-04 14:37:20+00:00,1062.353004,1009.2451,967.691072,809.462366,1284.8889,102.0191265,-4.75075053
2023-03-04 14:37:30+00:00,1086.991469,1009.2451,985.584233,809.420386,1285.23533,102.034849,-4.83640805
2023-03-04 14:37:40+00:00,1137.111626,1009.2451,1001.421831,809.823952,1290.14873,101.8739336,-4.55054763
2023-03-04 14:37:50+00:00,873.571764,1009.2451,1006.471217,665.752619,889.171357,83.4825816,6.21082621
2023-03-04 14:38:00+00:00,579.402156,1009.2451,1007.45404,307.328963,195.350343,41.4588904,55.3310635
2023-03-04 14:38:10+00:00,551.492924,1009.2451,1007.45404,62.1177513,70.2780364,41.0662729,56.0162597
2023-03-04 14:38:20+00:00,560.68357,1009.2451,1007.45404,16.345544,80.6372805,42.2199786,55.6181623
2023-03-04 14:38:30+00:00,1235.51777,1009.2451,1007.45404,6.33986618,85.2913185,45.6598817,52.2664853
2023-03-04 14:38:40+00:00,979.7529,1009.2451,1007.45404,0.036316342,86.8402429,46.0153385,51.229111
2023-03-04 14:38:50+00:00,756.5689107,1009.2451,1007.45404,2.74e-07,88.1366315,46.5276227,50.8145562
2023-03-04 14:39:00+00:00,561.518188,1009.2451,1007.45404,0.0,88.8595944,45.5671451,50.9985419
2023-03-04 14:39:10+00:00,554.252826,1009.2451,1007.45404,0.0,89.4639776,42.509361,54.0930703
2023-03-04 14:39:20+00:00,570.084717,1009.2451,1007.45404,0.0,89.649306,41.2358674,55.7352606
2023-03-04 14:39:30+00:00,574.873307,1009.2451,1007.45404,0.0,89.985467,37.8775337,59.2285497
2023-03-04 14:39:40+00:00,551.236876,1009.2451,1007.45404,0.0,76.2522379,38.5333562,58.7634373
2023-03-04 14:39:50+00:00,618.030936,1009.2451,1007.45404,41.0501792,47.1779243,38.2782873,58.8573434
2023-03-04 14:40:00+00:00,883.0800031,1009.2451,1007.08988,388.069116,445.2240415,69.6623514,35.38158712
2023-03-04 14:40:10+00:00,1158.065707,1009.2451,1006.4983,746.88244,1168.723457,102.6181977,-5.31323091
2023-03-04 14:40:20+00:00,1350.01062,1009.037104,1006.39202,808.705525,1480.96042,102.6407675,-5.34038573
2023-03-04 14:40:30+00:00,1393.327047,1008.23047,1005.4832,808.840803,1575.95518,102.518977,-5.356402
2023-03-04 14:40:40+00:00,1363.807662,1008.23047,1005.4832,808.145294,1452.03678,102.6890493,-5.47910429
2023-03-04 14:40:50+00:00,1349.190772,1008.23047,1005.74668,808.1441,1470.5392,103.7414084,-5.50477921
2023-03-04 14:41:00+00:00,1334.422469,1008.445545,1007.972727,808.834736,1450.78357,104.114927,-0.267359007
2023-03-04 14:41:10+00:00,1604.081628,1009.969889,1009.969889,808.035083,1753.35815,80.9188437,21.0168622
2023-03-04 14:41:20+00:00,1522.781482,1011.411732,1011.411732,808.610067,1757.69322,81.570977,22.9267769
2023-03-04 14:41:30+00:00,1600.030404,1012.872259,1012.872259,808.609767,1777.2527,80.5235006,23.886914
2023-03-04 14:41:40+00:00,1595.616055,1014.249057,1014.249057,808.144284,1791.90696,80.2625562,24.2578539
2023-03-04 14:41:50+00:00,1562.189465,1015.615783,1015.615783,808.1441,1787.23521,80.3167345,24.183992
2023-03-04 14:42:00+00:00,1540.182077,1017.077001,1017.077001,808.1441,1757.096211,80.05900844,24.252991
2023-03-04 14:42:10+00:00,1601.35128,1018.347002,1018.347002,808.1441,1776.12381,79.6214764,24.814099
2023-03-04 14:42:20+00:00,1584.113581,1019.698918,1019.698918,808.1441,1741.31727,80.205321,24.2625931
2023-03-04 14:42:30+00:00,1629.988032,1021.029993,1021.029993,808.606912,1747.60211,79.1248505,25.1076682
2023-03-04 14:42:40+00:00,1591.242281,1022.298421,1022.298421,808.147101,1726.79767,79.2126185,25.5217261
2023-03-04 14:42:50+00:00,1530.284419,1023.685283,1023.685283,808.1441,1695.1985,80.6839502,23.7811127
2023-03-04 14:43:00+00:00,1532.354953,1025.08998,1025.08998,808.1441,1669.98925,80.4905226,23.7577579
2023-03-04 14:43:10+00:00,1575.134671,1026.38031,1026.38509,808.608182,1698.29168,78.6712629,25.8068603
2023-03-04 14:43:20+00:00,1533.248659,1027.71473,1027.72621,808.609255,1652.14879,80.510429,24.1476728
2023-03-04 14:43:30+00:00,1550.299243,1029.08889,1029.09569,808.14518,1680.85531,77.4801275,25.7921695
2023-03-04 14:43:40+00:00,1519.375291,1030.26353,1030.2689,809.236916,1664.60711,80.7496069,25.0612667
2023-03-04 14:43:50+00:00,1495.705621,1031.68097,1031.69005,808.269724,1636.62901,81.1735449,23.3274827
2023-03-04 14:44:00+00:00,1457.696032,1033.12212,1033.12212,808.260545,1673.60458,80.3596076,24.1449416
2023-03-04 14:44:10+00:00,1488.175595,1034.44423,1034.46249,808.609848,1678.23911,80.0057284,24.3217522
2023-03-04 14:44:20+00:00,1507.950375,1035.83425,1035.84321,808.725696,1683.13831,80.6709433,24.0526874
2023-03-04 14:44:30+00:00,1469.376997,1037.26736,1037.27017,808.814577,1670.66313,81.0591975,23.4473428
2023-03-04 14:44:40+00:00,1500.277553,1038.6499,1038.66588,808.608103,1690.21695,80.3896919,23.7536503
2023-03-04 14:44:50+00:00,1537.276493,1040.03167,1040.05137,808.839249,1686.5133,80.511167,24.0309578
2023-03-04 14:45:00+00:00,1507.666018,1041.40441,1041.42401,808.148739,1705.78993,79.8840303,24.5920613
2023-03-04 14:45:10+00:00,1507.668481,1042.78822,1042.79379,808.313731,1713.22219,80.4704141,24.2315997
2023-03-04 14:45:20+00:00,1471.367526,1044.20839,1044.20839,808.260489,1677.05054,81.2952855,23.2410253
2023-03-04 14:45:30+00:00,1492.770918,1045.65836,1045.65836,808.610621,1665.49196,81.0513099,23.2220781
2023-03-04 14:45:40+00:00,1563.742993,1046.84851,1046.84851,808.1441,1764.97859,76.2435491,28.5783447
2023-03-04 14:45:50+00:00,1510.632729,1048.17533,1048.17533,808.375542,1682.30145,81.3114756,23.1843148
2023-03-04 14:46:00+00:00,1474.228373,1049.63989,1049.63989,808.14894,1667.39934,81.337262,23.1050174
2023-03-04 14:46:10+00:00,1480.54832,1051.05465,1051.05465,808.33296,1660.41959,81.0967262,23.3714147
2023-03-04 14:46:20+00:00,1496.487309,1052.42127,1052.42127,808.686371,1698.47632,79.383288,25.0126111
2023-03-04 14:46:30+00:00,1473.934162,1053.80734,1053.80734,808.497622,1648.68885,81.1724531,23.3640936
2023-03-04 14:46:40+00:00,1436.998006,1055.26694,1055.26694,808.369213,1625.14149,81.3726102,23.0686076
2023-03-04 14:46:50+00:00,1440.262616,1056.7081,1056.7081,808.743631,1648.53334,81.0688151,23.3909386
2023-03-04 14:47:00+00:00,1445.990461,1058.149,1058.149,808.152286,1650.67414,80.3235501,23.5691645
2023-03-04 14:47:10+00:00,1479.68047,1059.32756,1059.32756,808.608787,1724.64654,77.9051685,27.1560483
2023-03-04 14:47:20+00:00,1481.220446,1060.71479,1060.71479,808.144525,1684.49529,81.132431,23.4273268
2023-03-04 14:47:30+00:00,1471.96948,1062.13655,1062.13655,808.1441,1684.58319,80.7167089,23.749939
2023-03-04 14:47:40+00:00,1473.519306,1063.54052,1063.54052,808.608602,1685.87915,80.4550852,23.9728509
2023-03-04 14:47:50+00:00,1446.916169,1064.91795,1064.91795,809.055394,1679.16737,80.5068335,24.0584385
2023-03-04 14:48:00+00:00,1458.43464,1066.32103,1066.32103,808.729118,1686.12366,79.0890891,24.4931102
2023-03-04 14:48:10+00:00,1454.124907,1067.48066,1067.48066,808.379582,1703.23185,80.214475,25.1108929
2023-03-04 14:48:20+00:00,1486.656542,1068.85652,1068.85652,808.260719,1691.67866,80.4089382,24.0392131
2023-03-04 14:48:30+00:00,1546.526227,1070.22499,1070.22499,808.258415,1692.59918,80.214008,24.2983759
2023-03-04 14:48:40+00:00,1465.823103,1071.6282,1071.6282,808.720287,1669.25512,81.0121264,23.5178937
2023-03-04 14:48:50+00:00,1520.979279,1073.03767,1073.03767,808.15301,1690.141,80.3605213,24.115481
2023-03-04 14:49:00+00:00,1471.527558,1074.42568,1074.42568,808.260372,1685.64007,80.6164347,23.8517286
2023-03-04 14:49:10+00:00,1459.927835,1075.83587,1075.83587,808.288573,1687.10314,80.7912067,23.6485927
2023-03-04 14:49:20+00:00,1455.663659,1077.26925,1077.26925,808.697531,1666.06412,81.4651813,23.1140054
2023-03-04 14:49:30+00:00,1456.298851,1078.73918,1078.73918,808.14418,1640.803,81.4339669,23.0283788
2023-03-04 14:49:40+00:00,1445.131212,1080.20622,1080.20622,808.1441,1655.18807,81.0820671,23.3574424
2023-03-04 14:49:50+00:00,1457.547091,1081.47105,1081.47105,808.466114,1707.4846,76.7216221,27.7500114
2023-03-04 14:50:00+00:00,1469.095096,1082.71548,1082.71548,808.753195,1684.19887,80.0207579,24.4317476
2023-03-04 14:50:10+00:00,1488.932661,1084.05959,1084.05959,808.1441,1704.30303,80.1136751,24.5161617
2023-03-04 14:50:20+00:00,1479.662004,1085.4297,1085.4297,808.1441,1685.86757,80.0425011,24.336014
2023-03-04 14:50:30+00:00,1465.94866,1086.8064,1086.8064,808.1441,1687.15014,80.574297,24.0327355
2023-03-04 14:50:40+00:00,1480.861,1088.22585,1088.22585,808.260377,1683.93338,81.0185121,23.3975044
2023-03-04 14:50:50+00:00,1522.776542,1089.58105,1089.58105,808.1441,1736.27428,79.2159544,25.2607577
2023-03-04 14:51:00+00:00,1522.281681,1090.92339,1090.92339,808.1441,1708.42589,80.5249255,24.0646953
2023-03-04 14:51:10+00:00,1515.853393,1092.31225,1092.31225,808.1441,1709.58699,80.2051774,24.1934742
2023-03-04 14:51:20+00:00,1496.142626,1093.68014,1093.68014,808.1441,1699.87926,80.307066,24.1989102
2023-03-04 14:51:30+00:00,1507.056674,1095.07838,1095.08235,808.1441,1687.45063,80.5991048,23.8776952
2023-03-04 14:51:40+00:00,1516.269198,1096.503311,1096.5305,808.1441,1715.322944,79.89766356,24.36483833
2023-03-04 14:51:50+00:00,1495.500042,1097.80571,1097.83287,808.260592,1700.38592,80.0326205,24.566481
2023-03-04 14:52:00+00:00,1477.629619,1099.17979,1099.20448,808.144117,1683.34538,80.1674302,24.2257417
2023-03-04 14:52:10+00:00,1494.855006,1100.53847,1100.5653,808.260361,1708.51926,79.7448985,24.7084689
2023-03-04 14:52:20+00:00,1333.11761,1101.40254,1101.26711,810.166366,1475.62865,94.870869,11.48278299
2023-03-04 14:52:30+00:00,1782.577854,1101.4203,1090.55013,810.00869,1397.41247,102.894853,1.725442786
2023-03-04 14:52:40+00:00,1774.858256,1101.4203,1067.16231,809.654548,1354.79838,101.7860779,2.67455728
2023-03-04 14:52:50+00:00,1786.728789,1101.4203,1042.51651,809.444706,1344.49058,102.9333974,2.04303657
2023-03-04 14:53:00+00:00,1717.683241,1101.4203,1017.219552,809.354712,1341.73637,102.7306565,1.547326864
2023-03-04 14:53:10+00:00,1286.833242,1101.4203,1010.816703,809.033935,1369.48268,103.2103011,1.820085145
2023-03-04 14:53:20+00:00,1018.576178,1101.4203,1030.141544,810.048003,1381.40813,104.1099049,0.477025157
2023-03-04 14:53:30+00:00,1028.482033,1101.4203,1050.79555,809.301831,1362.77039,104.80129,-0.04343382
2023-03-04 14:53:40+00:00,1001.70778,1101.4203,1070.46286,809.674761,1367.3998,105.002138,-0.280094873
2023-03-04 14:53:50+00:00,1048.15465,1101.4203,1088.64426,809.196377,1376.46176,104.7125324,-0.311316796
2023-03-04 14:54:00+00:00,1082.147491,1101.4203,1097.18295,781.318986,1234.97713,104.7886615,-0.563305671
2023-03-04 14:54:10+00:00,587.2793275,1101.4203,1099.48844,419.541785,380.854078,62.7896985,34.14326141
2023-03-04 14:54:20+00:00,512.092307,1101.4203,1099.5199,104.923904,72.7627948,58.3588649,46.1645998
2023-03-04 14:54:30+00:00,503.46669,1101.4203,1099.5199,21.7971694,78.2497226,50.4465692,52.0407514
2023-03-04 14:54:40+00:00,533.20765,1101.4203,1099.5199,0.160291398,84.9324289,42.5266215,61.8625968
2023-03-04 14:54:50+00:00,1218.57429,1101.4203,1099.5199,1.43e-07,87.118528,43.5920976,61.0177273
2023-03-04 14:55:00+00:00,913.7860708,1101.4203,1099.5199,0.0,88.518505,43.4789011,60.9920402
2023-03-04 14:55:10+00:00,675.8227004,1101.4203,1099.5199,0.0,89.3750956,44.1505098,60.6108644
2023-03-04 14:55:20+00:00,507.6644,1101.4203,1099.5199,0.0,90.112767,44.2084508,60.0844199
2023-03-04 14:55:30+00:00,533.47847,1101.4203,1099.5199,0.0,90.182292,42.2860098,62.1589296
2023-03-04 14:55:40+00:00,533.027924,1101.41167,1099.5175,0.0,90.371234,53.6033347,52.7624344
2023-03-04 14:55:50+00:00,517.015076,1100.5303,1098.70895,0.0,90.8810806,44.1521528,58.365912
2023-03-04 14:56:00+00:00,523.069134,1100.5303,1098.7104,0.0,65.228543,42.6963428,61.7106217
2023-03-04 14:56:10+00:00,540.67982,1100.5303,1098.7104,0.0,43.4459552,41.7394267,62.6048556
2023-03-04 14:56:20+00:00,746.027854,1100.5303,1098.47762,110.6619022,62.6095316,65.1176567,46.40756332
2023-03-04 14:56:30+00:00,1096.891174,1100.5303,1097.7095,663.764533,905.960489,103.6039054,1.020728419
2023-03-04 14:56:40+00:00,1307.851332,1100.5303,1097.7095,808.886091,1412.82371,104.0006398,0.545513156
2023-03-04 14:56:50+00:00,1340.540534,1100.5303,1098.00676,809.081037,1428.62469,104.9501437,-0.175098
2023-03-04 14:57:00+00:00,1314.666142,1100.73721,1100.25985,808.1444,1428.30374,105.5549141,-0.193306127
2023-03-04 14:57:10+00:00,1500.944763,1102.28233,1102.28233,808.027826,1742.16145,81.8558151,21.7821635
2023-03-04 14:57:20+00:00,1590.477858,1103.6473,1103.6473,808.14409,1839.83847,81.3807737,24.5358783
2023-03-04 14:57:30+00:00,1627.373383,1104.99686,1104.99686,808.1441,1843.75206,81.2031098,24.6056671
2023-03-04 14:57:40+00:00,1626.104216,1106.35319,1106.35319,808.1441,1852.14196,81.4376808,24.5599656
2023-03-04 14:57:50+00:00,1626.238394,1107.60028,1107.60028,808.1441,1891.46848,77.7012478,27.8962079
2023-03-04 14:58:00+00:00,1595.451087,1108.82006,1108.82006,808.037271,1830.99099,81.6757365,24.5630589
2023-03-04 14:58:10+00:00,1558.668813,1110.16973,1110.16973,808.083182,1802.64037,81.1342074,24.8032381
2023-03-04 14:58:20+00:00,1521.58,1111.54467,1111.54467,808.1441,1789.43299,82.2282706,23.7256184
2023-03-04 14:58:30+00:00,1555.402977,1112.92529,1112.93086,808.1441,1781.69783,81.0943306,24.4014351
2023-03-04 14:58:40+00:00,1597.622569,1114.20676,1114.21463,808.1441,1837.92791,80.9382858,25.320629
2023-03-04 14:58:50+00:00,1620.207737,1115.54113,1115.54645,808.1441,1845.32459,80.8027947,24.9163409
2023-03-04 14:59:00+00:00,1609.291233,1116.84197,1116.85276,808.1441,1857.81041,81.4988025,24.9031391
2023-03-04 14:59:10+00:00,1622.658646,1118.24504,1118.24531,808.1441,1839.47311,81.6201255,24.2847973
2023-03-04 14:59:20+00:00,1631.788985,1119.6064,1119.6064,808.1441,1851.15773,81.3321533,24.4770118
2023-03-04 14:59:30+00:00,1593.694475,1121.02549,1121.02833,808.1441,1840.35719,79.9061735,25.8576215
2023-03-04 14:59:40+00:00,1607.55059,1122.43096,1122.4334,808.592517,1868.0681,78.9594105,26.8201908
2023-03-04 14:59:50+00:00,1621.890492,1123.87387,1123.87676,808.161479,1844.49382,79.3793429,26.3532284
2023-03-04 15:00:00+00:00,1636.309212,1125.2788,1125.28398,808.1441,1846.85525,79.4339155,26.5529543
2023-03-04 15:00:10+00:00,1631.146398,1126.55551,1126.56398,808.1441,1851.87482,76.725039,28.8799244
2023-03-04 15:00:20+00:00,1562.572314,1127.96401,1127.97389,808.1441,1776.33975,78.4003087,25.9255706
2023-03-04 15:00:30+00:00,1564.097517,1129.27928,1129.28681,808.258502,1763.58305,79.3126885,27.2516087
2023-03-04 15:00:40+00:00,1506.71692,1130.77152,1130.7775,808.611285,1698.78435,80.3052375,25.6349548
2023-03-04 15:00:50+00:00,1495.693315,1132.24068,1132.24653,808.14411,1662.24623,79.9633699,25.9482564
2023-03-04 15:01:00+00:00,1504.20322,1133.71081,1133.71947,808.372206,1625.88381,79.8179657,26.069628
2023-03-04 15:01:10+00:00,1524.359611,1135.17462,1135.18866,808.613881,1656.36174,80.1592756,25.6673329
2023-03-04 15:01:20+00:00,1583.365541,1136.581478,1136.597367,808.1441,1729.924444,78.23253889,27.39176089
2023-03-04 15:01:30+00:00,1535.251496,1137.94277,1137.9616,808.260538,1719.10264,79.2119718,26.459829
2023-03-04 15:01:40+00:00,1521.812675,1139.20762,1139.23083,808.1441,1756.91158,75.5873156,29.8746514
2023-03-04 15:01:50+00:00,1460.398086,1140.50802,1140.53801,808.726361,1716.13291,80.6498758,26.3352359
2023-03-04 15:02:00+00:00,1505.984478,1142.00077,1142.03038,808.144132,1722.25175,80.1887827,25.7170882
2023-03-04 15:02:10+00:00,1544.948089,1143.47926,1143.49149,808.1441,1739.61179,79.8301185,26.067272
2023-03-04 15:02:20+00:00,1499.835632,1144.96654,1144.96654,808.1441,1728.15568,80.3801401,25.6797242
2023-03-04 15:02:30+00:00,1511.173138,1146.47166,1146.47166,808.1441,1758.14581,80.7733002,25.1421088
2023-03-04 15:02:40+00:00,1643.253277,1147.92599,1147.92599,808.1441,1812.53485,78.7245176,26.8219012
2023-03-04 15:02:50+00:00,1635.168075,1149.24895,1149.24895,808.1441,1826.73654,76.4372165,29.1599482
2023-03-04 15:03:00+00:00,1652.018003,1150.46512,1150.46512,808.1441,1846.81083,78.4388636,27.9924141
2023-03-04 15:03:10+00:00,1571.264405,1151.89346,1151.89346,808.1441,1828.21568,79.8016741,26.2970736
2023-03-04 15:03:20+00:00,1621.09651,1153.34165,1153.34165,808.1441,1840.54878,79.0419116,26.4457782
2023-03-04 15:03:30+00:00,1625.700454,1154.63792,1154.63792,808.1441,1874.50335,76.3551224,29.5896829
2023-03-04 15:03:40+00:00,1653.741403,1155.90332,1155.90332,808.1441,1861.02951,79.033064,27.4953679
2023-03-04 15:03:50+00:00,1559.11566,1157.38135,1157.38135,808.1441,1806.3959,80.548626,25.3097659
2023-03-04 15:04:00+00:00,1544.434758,1158.86732,1158.86732,808.1441,1829.91886,80.086195,25.8405137
2023-03-04 15:04:10+00:00,1567.840992,1160.3185,1160.3185,808.1441,1861.89963,79.5286085,26.3502123
2023-03-04 15:04:20+00:00,1549.097785,1161.75049,1161.75049,808.1441,1863.16229,79.5238545,26.3672656
2023-03-04 15:04:30+00:00,1564.645316,1163.17065,1163.17065,808.1441,1858.8577,78.4142535,26.8685087
2023-03-04 15:04:40+00:00,1569.164317,1164.53176,1164.53176,808.1441,1900.79684,79.5183926,27.0994246
2023-03-04 15:04:50+00:00,1553.837136,1165.91855,1165.91855,808.1441,1867.06818,78.6919289,27.2711142
2023-03-04 15:05:00+00:00,1560.072149,1167.32064,1167.32064,808.1441,1874.18849,78.966369,26.9665836
2023-03-04 15:05:10+00:00,1567.03346,1168.76219,1168.76219,808.1441,1867.52495,79.353227,26.476625
2023-03-04 15:05:20+00:00,1589.766335,1170.15229,1170.15229,808.1441,1882.4727,79.2174401,26.9626404
2023-03-04 15:05:30+00:00,1544.847138,1171.60298,1171.60298,808.1441,1859.05957,80.144239,25.9064542
2023-03-04 15:05:40+00:00,1559.692996,1173.05065,1173.05065,808.1441,1867.4147,79.6826505,26.3115015
2023-03-04 15:05:50+00:00,1568.905809,1174.51698,1174.51698,808.1441,1871.14564,80.067415,25.8359845
2023-03-04 15:06:00+00:00,1581.704518,1175.97642,1175.97642,808.1441,1887.41236,79.1703911,26.4089111
2023-03-04 15:06:10+00:00,1574.018143,1177.38524,1177.38524,808.1441,1853.54579,79.9023762,26.347579
2023-03-04 15:06:20+00:00,1589.701094,1178.8008,1178.8008,808.1441,1898.0112,78.9519747,27.0025958
2023-03-04 15:06:30+00:00,1571.405963,1180.22274,1180.22274,808.1441,1892.50235,79.701378,26.2586049
2023-03-04 15:06:40+00:00,1578.157999,1181.64864,1181.64864,808.1441,1904.46912,79.1733799,26.7731369
2023-03-04 15:06:50+00:00,1570.033401,1183.05575,1183.05575,808.1441,1887.9848,79.2428605,26.7298582
2023-03-04 15:07:00+00:00,1570.018631,1184.471,1184.471,808.1441,1880.27349,79.2289776,26.7092038
2023-03-04 15:07:10+00:00,1576.64756,1185.87786,1185.87786,808.1441,1886.00975,79.413945,26.6202442
2023-03-04 15:07:20+00:00,1561.184973,1187.31388,1187.31388,808.1441,1893.50195,79.2288749,26.5139094
2023-03-04 15:07:30+00:00,1576.645104,1188.66744,1188.66744,808.1441,1911.11853,78.7788675,27.3776912
2023-03-04 15:07:40+00:00,1596.593459,1189.99829,1189.99829,808.1441,1911.05467,75.1797901,29.749926
2023-03-04 15:07:50+00:00,1629.879699,1191.10893,1191.10893,808.1441,1962.23833,77.1826246,29.7181333
2023-03-04 15:08:00+00:00,1567.208254,1192.44317,1192.44317,808.1441,1905.43167,77.64962,27.9081296
2023-03-04 15:08:10+00:00,1591.657145,1193.73605,1193.73703,808.1441,1931.97106,78.69684,27.8760285
2023-03-04 15:08:20+00:00,1559.269534,1195.15062,1195.15252,808.1441,1874.17734,79.3454118,26.4880325
2023-03-04 15:08:30+00:00,1540.980572,1196.33796,1196.26226,808.718048,1766.99139,89.4532674,20.24796357
2023-03-04 15:08:40+00:00,1863.064342,1196.4705,1187.15756,808.68609,1534.76079,104.5620183,2.134498782
2023-03-04 15:08:50+00:00,1793.301104,1196.4705,1165.4873,808.553831,1516.61692,106.1558227,0.411558825
2023-03-04 15:09:00+00:00,1836.509209,1196.4705,1142.60968,808.1441,1505.62917,106.2032944,-0.719254896
2023-03-04 15:09:10+00:00,1801.668211,1196.4705,1119.07957,808.795186,1510.48248,106.1480111,0.260810046
2023-03-04 15:09:20+00:00,1379.626016,1196.4705,1100.41406,808.191171,1509.93594,104.782402,1.074442228
2023-03-04 15:09:30+00:00,1117.085731,1196.4705,1113.06442,808.608307,1529.29985,105.8553198,0.613433985
2023-03-04 15:09:40+00:00,1078.050712,1196.4705,1132.55372,808.261733,1522.4313,105.9173889,-0.012785129
2023-03-04 15:09:50+00:00,1114.983172,1196.4705,1151.71973,808.144496,1530.21272,106.3717418,-0.242315796
2023-03-04 15:10:00+00:00,1098.118474,1196.4705,1170.27927,808.70063,1513.61743,106.4579659,-0.616900823
2023-03-04 15:10:10+00:00,1110.508493,1196.4705,1187.30841,808.71535,1523.27264,106.9024064,-0.906483317
2023-03-04 15:10:20+00:00,819.3068183,1196.4705,1193.31986,687.383376,1155.107259,95.4424123,1.4704161
2023-03-04 15:10:30+00:00,496.542315,1196.4705,1194.6428,275.049697,228.5371685,42.1154358,61.0682212
2023-03-04 15:10:40+00:00,501.259507,1196.4705,1194.6428,36.5666283,74.274665,42.1823655,63.7487181
2023-03-04 15:10:50+00:00,503.250034,1196.4705,1194.6428,14.73937015,76.4252466,41.4448122,64.2632267
2023-03-04 15:11:00+00:00,597.94594,1196.4705,1194.6428,0.004312743,81.97683733,42.62712778,63.85855856
2023-03-04 15:11:10+00:00,1188.806244,1196.4705,1194.6428,0.0,84.545315,43.9259268,62.367929
2023-03-04 15:11:20+00:00,896.665324,1196.4705,1194.6428,0.0,85.4564046,43.428813,62.421254
2023-03-04 15:11:30+00:00,594.65917,1196.4705,1194.6428,0.0,86.05065,44.9870684,61.4878293
2023-03-04 15:11:40+00:00,460.139183,1196.4705,1194.6428,0.0,86.310383,43.3264934,62.0084596
2023-03-04 15:11:50+00:00,515.945337,1196.4705,1194.6428,0.0,86.571489,47.3522946,60.6004197
2023-03-04 15:12:00+00:00,515.789,1196.4705,1194.6428,0.0,86.9333,45.9075629,57.7017297
2023-03-04 15:12:10+00:00,519.369979,1196.4705,1194.6428,0.0,79.8373319,39.3374633,66.4685327
2023-03-04 15:12:20+00:00,508.000463,1196.4705,1194.6428,0.0,38.0065848,38.7982074,66.9908124
2023-03-04 15:12:30+00:00,650.3631535,1196.4705,1194.64111,118.4901143,54.8301402,43.3156204,67.5907581
2023-03-04 15:12:40+00:00,1124.834867,1195.68746,1192.81584,593.628916,755.548046,105.9153644,7.801520447
2023-03-04 15:12:50+00:00,1306.051609,1195.5002,1192.4348,802.648465,1537.63773,105.9942956,-0.022756986
2023-03-04 15:13:00+00:00,1298.867492,1195.5002,1192.4348,809.294222,1540.74358,105.9437155,-0.002708176
2023-03-04 15:13:10+00:00,1345.723045,1195.5002,1192.4348,808.14416,1545.25244,105.920703,0.013149893
2023-03-04 15:13:20+00:00,1363.748568,1195.5002,1192.57028,808.1441,1573.63833,106.8737452,-0.385847286
2023-03-04 15:13:30+00:00,1336.879545,1195.53352,1194.60665,808.1441,1621.3578,107.9976934,-0.363533731
2023-03-04 15:13:40+00:00,1473.596851,1196.78704,1196.78704,807.562704,1854.03059,85.9630978,17.04415624
2023-03-04 15:13:50+00:00,1580.599088,1198.23114,1198.23114,808.144021,1964.02486,81.7395789,26.0929197
2023-03-04 15:14:00+00:00,1583.115244,1199.69269,1199.69269,808.1441,1967.20756,81.356358,26.3348466
2023-03-04 15:14:10+00:00,1610.102448,1201.12358,1201.12358,807.67828,1987.69302,80.6243021,26.8498181
2023-03-04 15:14:20+00:00,1665.096159,1202.49301,1202.49301,808.037424,2006.93455,80.1374686,27.8387488
2023-03-04 15:14:30+00:00,1632.345407,1203.85599,1203.85599,808.134272,1978.96134,80.9546189,26.8575773
2023-03-04 15:14:40+00:00,1622.780512,1205.20563,1205.20563,808.1441,1985.63292,78.2779403,28.4994082
2023-03-04 15:14:50+00:00,1666.904487,1206.31439,1206.31439,808.1441,2051.06574,77.8306114,30.9440594
2023-03-04 15:15:00+00:00,1593.203285,1207.6687,1207.67686,808.1441,1956.5569,81.0778344,26.7309592
2023-03-04 15:15:10+00:00,1669.600371,1208.91835,1208.94211,808.1441,2009.93649,78.428232,29.722488
2023-03-04 15:15:20+00:00,1616.895106,1210.27267,1210.30131,808.1441,1951.35719,80.8269464,26.5569051
2023-03-04 15:15:30+00:00,1693.971721,1211.6233,1211.64772,808.028674,2033.51305,77.9521454,28.8402199
2023-03-04 15:15:40+00:00,1625.195744,1212.77482,1212.79985,807.677458,2001.05332,79.5640481,29.5967886
2023-03-04 15:15:50+00:00,1532.345093,1214.21262,1214.24222,808.144084,1884.93334,81.8532491,25.5614695
2023-03-04 15:16:00+00:00,1548.634942,1215.62986,1215.65464,808.127453,1853.60608,80.6804038,27.0984343
2023-03-04 15:16:10+00:00,1527.077658,1217.05527,1217.08423,808.624557,1775.26756,81.41648,26.2321413
2023-03-04 15:16:20+00:00,1526.211034,1218.4939,1218.52223,808.145196,1735.96104,80.6774149,26.6929605
